# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Mar 11 13:34:12 CET 2022 [seed=1647002049270]
# -save_every 100000 -save_state tanzania_cp3.states tanzania_cp3.xml
state	gps
232000000	{-1.7200216504422858,34.747010279548284}
232400000	{-1.7908473916503411,34.726318240676726}
232800000	{-1.8209827859066934,34.74787604144345}
233200000	{-1.9477048437561697,34.728422867119136}
233600000	{-1.8797789119702792,34.60222373666153}
234000000	{-1.7529487304827758,34.745970379191455}
234400000	{-1.81983963880697,34.59526052747394}
234800000	{-1.761039867491097,34.47093610717933}
235200000	{-1.7397015383754713,34.72374793823052}
235600000	{-1.6661533811375717,34.65940204476888}
236000000	{-1.8253029524967606,34.55274553863808}
236400000	{-1.78968848928156,34.66812143400924}
236800000	{-1.861372315817523,34.5019293936876}
237200000	{-1.7779533856044,34.74731516149087}
237600000	{-1.6620450474993373,34.727406835991744}
238000000	{-1.9027337226729713,34.759810250192515}
238400000	{-1.8080931118600942,34.65122946438758}
238800000	{-1.9003177984925266,34.47082744042408}
239200000	{-1.7589151058427521,34.68701295763195}
239600000	{-1.7557423177795375,34.4585263957317}
240000000	{-1.8858449860239241,34.73186124675617}
240400000	{-1.8365019329699415,34.60963705699652}
240800000	{-1.7613212941023813,34.717403773391595}
241200000	{-1.7850418213623656,34.70699132312615}
241600000	{-1.8823444140845238,34.540959721080014}
242000000	{-1.8743179429115047,34.765190859566346}
242400000	{-1.8261214429633936,34.640069673066144}
242800000	{-1.9584923012564552,34.7323811164853}
243200000	{-1.916662474012107,34.72985289275468}
243600000	{-1.8234507403639555,34.6349154491804}
244000000	{-1.6690513129658362,34.5325303716872}
244400000	{-1.7821655828787981,34.75098232096267}
244800000	{-1.7889998085290577,34.595832767485156}
245200000	{-1.829567021924139,34.66313537610825}
245600000	{-1.741103454560287,34.77144599579334}
246000000	{-1.8364333157694028,34.681815532396215}
246400000	{-1.7813910542284273,34.8029155746519}
246800000	{-1.8160536868261454,34.639380013337636}
247200000	{-1.7950156438609526,34.489344995226254}
247600000	{-1.751137405864436,34.50249934472911}
248000000	{-1.7748661564033095,34.53589104879157}
248400000	{-1.752546253454367,34.75165450474333}
248800000	{-1.7111599062244496,34.53756398440171}
249200000	{-1.8282554244395453,34.658953494056}
249600000	{-1.8265222588087529,34.73068933310452}
250000000	{-1.775843670806031,34.687249544837954}
250400000	{-1.584439683593408,34.47978706144219}
250800000	{-1.6486174947608785,34.39430100664759}
251200000	{-1.7304391096892073,34.69647852164819}
251600000	{-1.8814142380251322,34.9873025372778}
252000000	{-1.6584397176516092,34.776535515917054}
252400000	{-1.6809711982807372,34.56717350157384}
252800000	{-1.8867369344266667,34.75691655398111}
253200000	{-1.8489272184886798,34.551024549726755}
253600000	{-1.6797352162615085,34.46209562717473}
254000000	{-1.8597050550594356,34.71725227552372}
254400000	{-1.7718562242048703,34.45506915844779}
254800000	{-1.9179035130271145,34.580862755510445}
255200000	{-1.5548695735986555,34.23918455313344}
255600000	{-1.7410601110033597,34.7037200735791}
256000000	{-1.7271963316288261,34.58369762582472}
256400000	{-1.6846770282733157,34.69105559524626}
256800000	{-1.9415661161726223,34.89143247705114}
257200000	{-1.8151362958665367,34.623325330115435}
257600000	{-1.850653808822809,34.65392802963727}
258000000	{-1.6755774788075894,34.907339746697104}
258400000	{-1.7778336539186517,34.583404818715266}
258800000	{-1.8409049555391044,34.61625015623802}
259200000	{-1.801083567505617,34.51127505236932}
259600000	{-1.7887486425625532,34.68260312827445}
260000000	{-1.9009395841372074,34.39519997339228}
260400000	{-1.934357153953346,34.881938700605055}
260800000	{-1.744078502354588,34.44274337543228}
261200000	{-2.00143661176665,34.89177372683351}
261600000	{-1.8266399850095003,34.7101132249944}
262000000	{-1.8317280091988102,34.632628162129855}
262400000	{-1.7854863948840032,34.667237540823564}
262800000	{-1.7950169014972395,34.557531977843816}
263200000	{-1.743463647604929,34.622746371972056}
263600000	{-1.893821787818718,34.783687531763704}
264000000	{-1.8855086044330478,34.70181908895666}
264400000	{-1.717994146391516,34.780349668446725}
264800000	{-1.7116725641682455,34.69619478013943}
265200000	{-1.780500719520768,34.708765007668525}
265600000	{-1.6869349447647324,34.643227635454984}
266000000	{-1.7153947462238355,34.83360135697143}
266400000	{-1.9358736581323153,34.87040665850033}
266800000	{-1.7367808496029453,34.56060834167041}
267200000	{-1.8197032265175366,34.833658217998064}
267600000	{-1.8655880598649517,34.8263453255807}
268000000	{-1.841553775011486,34.69875904520371}
268400000	{-1.8460552470128195,34.507950510045646}
268800000	{-1.829799933766683,34.7312593238507}
269200000	{-1.8841228088483333,34.555235293867355}
269600000	{-1.762257174627114,34.698186643729194}
270000000	{-1.7835257390230546,34.53320121290986}
270400000	{-1.8809899859193608,34.46943714566798}
270800000	{-1.8065020301129013,34.64824350447304}
271200000	{-1.876698320101479,34.50501736744496}
271600000	{-1.7911091282029792,34.499391944247094}
272000000	{-1.786608465116937,34.7749316708952}
272400000	{-1.8096761945350885,34.50566969414249}
272800000	{-1.710209358229659,34.64462935252855}
273200000	{-1.7380761774790134,34.357450917814106}
273600000	{-1.8627938659212362,34.44226403458083}
274000000	{-1.8821705485709734,34.6420359145132}
274400000	{-1.9600237977662756,34.91096859972962}
274800000	{-1.7221274163146219,34.546672120723706}
275200000	{-1.8442214122622413,34.57985435272647}
275600000	{-1.923744266029453,34.85544049106736}
276000000	{-1.7543683514391908,34.49701756385282}
276400000	{-1.9153996677389304,34.5263545735525}
276800000	{-1.8364964992211097,34.69643630806587}
277200000	{-1.8298280942260239,34.59844607749404}
277600000	{-1.6446438398497913,34.722865539190934}
278000000	{-1.6226578551368527,34.586243213806384}
278400000	{-1.7459488075891347,34.56245687726093}
278800000	{-1.648404390838868,34.67647717585782}
279200000	{-1.7225893869225892,34.56739660800037}
279600000	{-1.8490110913581903,34.60853272248637}
280000000	{-1.8940288834113441,34.643390111602116}
280400000	{-1.8107839211681478,34.60831834616011}
280800000	{-1.8693134282336548,34.59300225479813}
281200000	{-1.7441801698705017,34.59104270927137}
281600000	{-1.6711786428143947,34.536004985845224}
282000000	{-1.7896662189766033,34.420838113351365}
282400000	{-1.7899112491988372,34.45790484348143}
282800000	{-1.7641532897256669,34.74932349173961}
283200000	{-1.8426777111096784,34.66777524052163}
283600000	{-1.7972248386664447,34.64419270544662}
284000000	{-1.9203162587504328,34.93700291931615}
284400000	{-1.7809187382243867,34.57804810300344}
284800000	{-1.5897072763133488,34.779492168443554}
285200000	{-1.891525276956916,34.70035528662511}
285600000	{-1.8274722574335691,34.650138344030765}
286000000	{-1.8513037346132764,34.58463025685324}
286400000	{-1.876338803407554,34.599044848698966}
286800000	{-1.847477396057731,34.54815855842679}
287200000	{-1.673880353492134,34.673905521985816}
287600000	{-1.8085314296602275,35.02850820572579}
288000000	{-1.7166143560234128,34.55534169735004}
288400000	{-1.780475854631947,34.566766405734136}
288800000	{-1.6954331355664123,34.83266880557804}
289200000	{-1.7552453641308041,34.66842659367799}
289600000	{-1.8307067684228853,34.88652018104821}
290000000	{-1.7881431553081435,34.69023445906794}
290400000	{-1.9677047910122196,34.428438116102974}
290800000	{-1.8512281676669755,34.76519776909763}
291200000	{-1.9520669500961747,34.69279245792541}
291600000	{-1.7038759897900815,34.954894513124486}
292000000	{-1.8048507733598704,34.83476432606197}
292400000	{-1.9314362103532885,34.706848535970835}
292800000	{-1.7963824199093152,34.58527345640216}
293200000	{-1.814997141068808,34.32465623636342}
293600000	{-1.7694133513788588,34.50107622828705}
294000000	{-1.6664585778872396,34.58273667775624}
294400000	{-1.586059678074859,34.566685455462505}
294800000	{-1.6862766544836063,34.42753457924244}
295200000	{-1.7601726815481584,34.5412445804278}
295600000	{-1.8385438562129421,34.712180942395584}
296000000	{-1.9045330388640926,34.72843965843294}
296400000	{-1.8074052311651263,34.63510749517456}
296800000	{-1.6805384795552902,34.519725966643065}
297200000	{-1.7635428244277587,34.72532211784455}
297600000	{-1.675109917547045,34.62263975815101}
298000000	{-1.8000490793608148,34.644825647916825}
298400000	{-1.8071188934970641,34.62930112761557}
298800000	{-1.748532737403036,34.49287520522625}
299200000	{-1.788532854033686,34.58521554635647}
299600000	{-1.82702392248704,34.715743412654504}
300000000	{-1.657097489167445,34.55373015562585}
300400000	{-1.8671602552691273,34.64191854765856}
300800000	{-1.8112321055691247,34.86389321405996}
301200000	{-1.8133485313345212,34.75329084239789}
301600000	{-1.8207929037974497,34.69990753775097}
302000000	{-1.8296796184024977,34.53052350710262}
302400000	{-1.9739273497771603,34.730859900331566}
302800000	{-1.884916485763221,34.488255885343044}
303200000	{-1.6220704322615742,34.272988185032055}
303600000	{-1.784867373009486,34.532833206319225}
304000000	{-1.7127471587586798,34.58423254822636}
304400000	{-1.7969774229741562,34.69319590089846}
304800000	{-1.7631341693975289,34.612076819224534}
305200000	{-1.9024377436894366,34.77370121164638}
305600000	{-1.884777421924955,34.62973908131165}
306000000	{-1.739412100781917,34.65473387177331}
306400000	{-1.7009891515331956,34.70104207464883}
306800000	{-1.8410893175609153,34.81342680263316}
307200000	{-1.897752477553378,34.85315086986705}
307600000	{-1.6774965223652423,34.27032917690115}
308000000	{-1.832358540151189,34.64747862453343}
308400000	{-1.8696748336103894,34.691518371754114}
308800000	{-1.7950895337658013,34.59673123622541}
309200000	{-1.760697256318633,34.546377014597404}
309600000	{-1.8237001257820509,34.69571389168311}
310000000	{-1.8090011404830226,34.57575388259881}
310400000	{-1.977561712717756,34.715755523167836}
310800000	{-1.8359714863859034,34.75612131894837}
311200000	{-1.8211921334339294,34.56785583223583}
311600000	{-1.6890150429765003,34.52318833504827}
312000000	{-1.760499049003047,34.67478545953304}
312400000	{-1.81839710080497,34.632583021856945}
312800000	{-1.833657307585315,34.60944253461824}
313200000	{-1.8085536783449827,34.57635306534278}
313600000	{-1.8664838674328565,34.718106569359705}
314000000	{-1.7425164483420599,34.469700494204695}
314400000	{-1.798300484517343,34.619161638938174}
314800000	{-1.8482609193834523,34.41672203017669}
315200000	{-1.7419422412510583,34.548400668449425}
315600000	{-1.759641520219506,34.47579753019797}
316000000	{-1.8305185197548708,34.58049220233653}
316400000	{-1.9366846451280832,34.807322340715594}
316800000	{-1.7136922678053832,34.61443818278858}
317200000	{-1.7709392814708975,34.49718526754306}
317600000	{-1.8067660024817147,34.614752509844585}
318000000	{-1.7282836472119034,34.66691925670166}
318400000	{-1.8859929513152327,34.71581808062586}
318800000	{-1.747278607264925,34.22803291756392}
319200000	{-1.7634613083359594,34.64270050447444}
319600000	{-1.7675305486697488,34.6695726748118}
320000000	{-1.913724350801955,34.50528074659515}
320400000	{-1.7336972982621524,34.85107519698818}
320800000	{-1.8839072233597398,34.559186007039415}
321200000	{-1.9717043743810052,34.597568658578496}
321600000	{-1.6478799209126516,34.21347432418524}
322000000	{-1.659261442476558,34.53390436862649}
322400000	{-1.7289474989889404,34.631443928010235}
322800000	{-1.8008136888627362,34.64893075252297}
323200000	{-1.8665913270752463,34.47012605701142}
323600000	{-1.9431767054778497,34.73076711982464}
324000000	{-1.732227571436936,34.50365812023061}
324400000	{-1.8319557184710853,34.62147653482886}
324800000	{-1.738196018590941,34.50346557340165}
325200000	{-1.894181846091143,34.547722637555324}
325600000	{-1.6725764825458171,34.87694772954772}
326000000	{-1.832042892674978,34.76519999960264}
326400000	{-1.832918546363837,34.621992090280415}
326800000	{-1.8232321188521627,34.64207885699222}
327200000	{-1.699399932119167,34.54567509680436}
327600000	{-1.7620292609082044,34.56078774879724}
328000000	{-1.8153740347028566,34.64916220081828}
328400000	{-1.7619480796668112,34.51024389782738}
328800000	{-1.782294578441579,34.41230182133201}
329200000	{-1.7297214871998552,34.899213819322604}
329600000	{-1.8440747265185644,34.501724591110545}
330000000	{-1.7966709097777176,34.90893194338834}
330400000	{-1.7766369209554924,34.58842062536812}
330800000	{-1.796659039065185,34.6171365318999}
331200000	{-1.8838712099290946,34.509761615841505}
331600000	{-1.6428793772228687,34.57349395970637}
332000000	{-1.8135649105511966,34.67789934762151}
332400000	{-1.8645530802038202,34.646582289005536}
332800000	{-1.7254464577006783,34.66184721235055}
333200000	{-1.8358541951518905,34.712754527622735}
333600000	{-1.6999643518885736,34.616974014462095}
334000000	{-1.893397790781531,34.552415597998234}
334400000	{-1.9405896135556764,34.76291672376532}
334800000	{-1.7987115879481113,34.73872350129416}
335200000	{-1.7869431800450886,34.556139272124504}
335600000	{-1.7185325344273887,34.43939477067774}
336000000	{-1.954954357391796,34.693609309696015}
336400000	{-1.916888917799852,34.57851013938773}
336800000	{-1.8315243541694155,34.73973806469664}
337200000	{-1.8053553099542263,34.5818429265196}
337600000	{-1.7554405401507451,34.61931266131994}
338000000	{-1.804368367167473,34.68911261538283}
338400000	{-1.6860473943642216,34.63862501618037}
338800000	{-1.808537411704062,34.69292283708863}
339200000	{-1.949879791725694,34.72941951374001}
339600000	{-1.8639310411735077,34.49675402726588}
340000000	{-1.8182064255895138,34.59445356577873}
340400000	{-1.8677556791801397,34.70859264585096}
340800000	{-1.888309877728588,34.73720120720869}
341200000	{-1.6556957955551286,34.433616786663045}
341600000	{-1.874459904547755,34.89182191112967}
342000000	{-1.9838542145491076,34.53433672009649}
342400000	{-1.9069610137844544,34.70673535937093}
342800000	{-1.859448836843773,34.856054624690145}
343200000	{-1.8325731645491476,34.62920410921972}
343600000	{-1.8861087093271351,34.77905284945464}
344000000	{-1.7493355525579448,34.417525180606496}
344400000	{-1.801552071932116,34.5487994498738}
344800000	{-1.8589929713635815,34.71844528957587}
345200000	{-1.811417272133735,34.604590799490396}
345600000	{-1.9327238451738793,34.6925833682526}
346000000	{-1.9638291765563793,34.70542005296905}
346400000	{-1.9040234739794308,34.725798366437836}
346800000	{-1.7090863053786518,34.500540103727374}
347200000	{-1.8410301516790142,34.44909096970562}
347600000	{-1.733325830078375,34.501269536883}
348000000	{-1.6976893399048354,34.66254763375344}
348400000	{-1.9069670199075957,34.97512315415304}
348800000	{-1.7925438350166145,34.644161400579435}
349200000	{-2.0457450004450557,34.68995114862078}
349600000	{-1.869202230826168,34.645673416469776}
350000000	{-1.8373417429029961,34.66116262178476}
350400000	{-1.9050529406993035,34.7526154454914}
350800000	{-1.6645292804274552,34.68247831188394}
351200000	{-1.9005082381517173,34.53155882525093}
351600000	{-1.8069727469339711,34.72964933362557}
352000000	{-1.8707329748921122,34.713322910219006}
352400000	{-1.7090768750049847,34.47323564634005}
352800000	{-1.7600869236064163,34.688281257371294}
353200000	{-1.9063461926448046,34.51529262500609}
353600000	{-1.9601557102453546,34.41897853128736}
354000000	{-1.7260529156367044,34.70314278085075}
354400000	{-1.7963855228496188,34.72859972478773}
354800000	{-1.8308329976241373,34.47356758319298}
355200000	{-1.7849848405969502,34.636952408307565}
355600000	{-1.959207489320172,34.65064235993541}
356000000	{-1.8299212137785676,34.715831729844744}
356400000	{-1.8467772871367178,34.34698121523821}
356800000	{-1.8516604658398412,34.66795656677637}
357200000	{-1.8260046935895706,34.73596770884459}
357600000	{-1.7936068183963942,34.81468472859555}
358000000	{-1.740575141020558,34.57584169633118}
358400000	{-1.7984299521931575,34.73005196806493}
358800000	{-1.8242364217864746,34.86473441321481}
359200000	{-1.7474092279432227,34.736262184988}
359600000	{-1.8135592474081725,34.464617118920565}
360000000	{-1.8104892265405137,34.48984855295773}
360400000	{-1.9670960287229349,34.75705531737316}
360800000	{-1.8293516260605442,34.63515753476769}
361200000	{-2.0699799945953314,34.72815608071517}
361600000	{-1.9124883529168442,34.78332739588969}
362000000	{-1.8549530106333596,34.74822925153853}
362400000	{-1.7851350627439617,34.24909423510979}
362800000	{-1.8800083357005357,34.71136288714517}
363200000	{-1.7440182269176923,34.62899772423277}
363600000	{-1.6140834112752782,34.76319432877886}
364000000	{-1.8677723785043996,34.412547815318234}
364400000	{-1.7849972286852989,34.517205372407325}
364800000	{-1.8487987162512902,34.67121687176338}
365200000	{-1.7762598759832728,34.685848404449295}
365600000	{-1.7563983859360344,34.71133391464502}
366000000	{-1.9876339478094232,34.48594343132278}
366400000	{-1.7356242624586724,34.588973539713194}
366800000	{-2.11670597674684,34.32501066733494}
367200000	{-1.9206033559731994,34.88911353871248}
367600000	{-1.7984987606170948,34.54062153522932}
368000000	{-1.7124890088503608,34.51046984259032}
368400000	{-1.859734723994226,34.56152840974928}
368800000	{-1.6401737786693615,34.868100464221534}
369200000	{-1.7747256309656072,34.483280879492376}
369600000	{-1.8617942295050278,34.43825404392915}
370000000	{-1.6539780469227183,34.58285664425142}
370400000	{-1.8538007647595303,34.695795377189164}
370800000	{-1.5291752343537077,34.628355513045456}
371200000	{-1.8908616133007878,34.583728770593474}
371600000	{-1.9407749344846168,34.31262261311865}
372000000	{-1.600406967502539,34.755429006142776}
372400000	{-1.6298157256631198,34.57222815145732}
372800000	{-1.7543263715162691,34.66924169162206}
373200000	{-1.8087222139817751,34.67107925418149}
373600000	{-1.9031071276686629,34.62849182927182}
374000000	{-1.8715864848082309,34.81421180561462}
374400000	{-1.581497578136042,34.43181709004018}
374800000	{-1.850924854641159,34.65352793052096}
375200000	{-1.7908053765596534,34.47563091194904}
375600000	{-1.8932459304023719,34.77520470126666}
376000000	{-1.712656802302506,34.62166468369806}
376400000	{-1.9849861598760266,34.787840889397145}
376800000	{-1.8272351112508993,34.75515605072629}
377200000	{-1.7273955634923597,34.446255072048906}
377600000	{-1.905629520662132,34.56963814148007}
378000000	{-1.76173977238162,34.46294552348822}
378400000	{-1.8996532544810738,34.426233058416415}
378800000	{-1.7597212098411523,34.70082031077704}
379200000	{-1.7812552516942997,34.467523138125195}
379600000	{-1.9504381349166358,34.87578469432487}
380000000	{-1.7878843753532643,34.591973373897275}
380400000	{-1.9593381175086169,34.965009339871095}
380800000	{-1.8043803610541247,34.67229797131276}
381200000	{-1.7716046696913814,34.71478329636267}
381600000	{-1.7848469796339916,34.717732225425976}
382000000	{-1.7630578903785175,34.573063639225765}
382400000	{-1.8186002034061435,34.669996261335825}
382800000	{-1.8466267169801625,34.67907509048317}
383200000	{-1.8056269620309704,35.00431439461014}
383600000	{-1.878313594992941,34.85838086822277}
384000000	{-1.70518139268161,34.50897402089014}
384400000	{-1.677099246361235,34.26209957818614}
384800000	{-1.8347501322575979,34.75437233973089}
385200000	{-1.736085285694967,34.5550111114194}
385600000	{-1.5735048778162963,34.58300904760612}
386000000	{-1.843292479236632,34.295266511036985}
386400000	{-1.7999195419026282,34.68830705121423}
386800000	{-1.8789524750315918,34.66844852568193}
387200000	{-2.09278238692587,34.537065251365625}
387600000	{-1.7517920090945882,34.35800709188463}
388000000	{-1.8109913922890752,34.81702514445205}
388400000	{-1.769787852582683,34.552078284741135}
388800000	{-1.731984386982714,34.44375185097029}
389200000	{-1.8638142597269347,34.48678388727607}
389600000	{-1.6897410507614552,34.4176021076656}
390000000	{-1.7815421219684917,34.68499428553197}
390400000	{-1.644698743880529,34.47366707580465}
390800000	{-1.767584117975032,34.442573613447266}
391200000	{-1.8415303669417398,34.739385801889235}
391600000	{-1.5795757818376936,34.62653545530239}
392000000	{-1.7550759101940265,34.715833054761546}
392400000	{-1.9446805916788006,35.01637291506644}
392800000	{-1.859181834441302,34.66521943329609}
393200000	{-1.8782872829195838,34.603729568625724}
393600000	{-1.8036551183445495,34.73635562607583}
394000000	{-1.8222048896562184,34.54773542531041}
394400000	{-1.7830870064635822,34.66063999608465}
394800000	{-1.8830093762388298,34.73339657809816}
395200000	{-1.8749827624613595,34.904311595237786}
395600000	{-1.8596288509174206,34.88911684260199}
396000000	{-1.8987108269517037,35.0429326926307}
396400000	{-1.7466594448996933,34.61875288363425}
396800000	{-1.6837580496273057,34.526830105592055}
397200000	{-1.8226170908788952,34.72258247917606}
397600000	{-1.8287258716402655,34.61517097708392}
398000000	{-1.9573250200486778,34.72820782128691}
398400000	{-1.7691493290689917,34.54973532246699}
398800000	{-2.146914662909833,34.292253354513676}
399200000	{-1.8155080446609084,34.55237845347985}
399600000	{-1.9433670767802482,34.74803165601731}
400000000	{-1.7388330358762125,34.76107881009158}
